station;year;parameter;25% quantile;median;75% quantile;std_dev;rel_std_dev;outliers;values;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19;Spalte20;Spalte21;Spalte22;Spalte23;Spalte24;Spalte25;Spalte26;Spalte27;Spalte28;Spalte29;Spalte30;Spalte31;Spalte32;Spalte33;Spalte34;Spalte35;Spalte36;Spalte37;Spalte38;Spalte39;Spalte40;Spalte41;Spalte42;Spalte43;Spalte44;Spalte45;Spalte46;Spalte47;Spalte48;Spalte49;Spalte50;Spalte51;Spalte52;Spalte53;Spalte54;Spalte55;Spalte56;Spalte57;Spalte58;Spalte59;Spalte60;Spalte61;Spalte62;Spalte63;Spalte64;Spalte65;Spalte66;Spalte67;Spalte68;Spalte69;Spalte70;Spalte71;Spalte72;Spalte73;Spalte74;Spalte75;Spalte76;Spalte77
Brugg;2020;Carbamazepin;0.0025;0.003;0.003;0.000627375;21.48546184;[];0.003;0.003;0.004;0.004;0.004;0.004;0.003;0.003;0.003;0.003;0.003;0.003;0.002;0.003;0.002;0.002;0.002;0.002;0.002;0.003;0.003;0.003;0.003;0.003;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Carbamazepin;0;0;0;0.000192308;500;[0.001];0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Carbamazepin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Carbendazim;0.003;0.004;0.006;0.007156327;125.7192601;[0.039];0.002;0.004;0.001;0.002;0.003;0.006;0.003;0.006;0.039;0.014;0.005;0.004;0.004;0.004;0.005;0.003;0.005;0.003;0.003;0.003;0.003;0.001;0.006;0.008;0.008;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Carbendazim;0.00275;0.004;0.005;0.002153846;50.90909091;[0.012];0.002;0.002;0.004;0.003;0.007;0.006;0.004;0.012;0.006;0.004;0.005;0.007;0.003;0.002;0.005;0.003;0.003;0.004;0.004;0.005;0.004;0.002;0.005;0.002;0.002;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Carbendazim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Carbendazim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Carbendazim;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Chloridazon;0;0.013;0.0175;0.017951045;112.1940284;[0.084];0;0.013;0.016;0;0.02;0.017;0.015;0.011;0;0.084;0.012;0.037;0.018;0;0;0;0.043;0.011;0.013;0.014;0;0.016;0.01;0.034;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Chloridazon;0.002;0.003;0.003;0.000692308;28.125;[0.0];0.002;0.003;0.003;0.003;0.003;0.003;0.003;0.002;0.003;0.002;0.003;0.002;0.002;0.002;0.003;0.002;0.003;0.003;0.003;0.002;0.002;0;0.003;0.002;0.003;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Chloridazon;0.001;0.002;0.002;0.00057564;32.53615119;[];0.002;0.003;0.002;0.002;0.002;0.002;0.003;0.002;0.002;0.002;0.002;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.002;0.002;0.002;0.002;0.002;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Chlorpyrifos;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Chlorpyrifos;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Chlorpyrifos;0;0;0;0.001981515;353.8418879;[0.009];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Chlorpyrifos;0.003;0.003;0.004;0.00118234;34.54028348;[0.008];0.003;0.003;0.003;0.003;0.003;0.003;0.004;0.003;0.003;0.003;0.003;0.003;0.002;0.008;0.003;0.002;0.003;0.004;0.004;0.003;0.003;0.006;0.004;0.004;0.003;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Chlorpyrifos;0.002;0.003;0.003;0.000734807;26.17119613;[];0.003;0.003;0.004;0.003;0.002;0.003;0.005;0.003;0.002;0.002;0.003;0.003;0.003;0.004;0.002;0.003;0.002;0.002;0.002;0.002;0.002;0.003;0.003;0.003;0.003;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Chlorpyrifos-methyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Chlorpyrifos-methyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Chlorpyrifos-methyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Chlorpyrifos-methyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Chlorpyrifos-methyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Chlortoluron;0;0.004;0.00825;0.005974799;110.9605556;[];0.021;0.011;0.019;0.006;0.006;0.005;0.004;0.005;0.004;0.002;0.002;0.001;0.001;0;0;0;0;0;0;0;0.002;0.006;0.017;0.009;0.011;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Chlortoluron;0;0.002;0.00325;0.002872024;116.6759669;[0.012];0.004;0.004;0.003;0.003;0.002;0.003;0.002;0.002;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0.001;0.003;0.012;0.01;0.004;0.004;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Chlortoluron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Chlortoluron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Chlortoluron;0.013;0.015;0.02225;0.01150643;65.46327732;[0.06];0;0.015;0.024;0.015;0.013;0.019;0.03;0.013;0.014;0.024;0;0.023;0.06;0.021;0.013;0;0.01;0.014;0.022;0.016;0.018;0.032;0.015;0.015;0.012;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Chlortoluron;0;0;0.0205;0.02546819;222.9538512;[0.12];0;0;0.02;0.05;0;0.033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022;0.12;0;0;0.022;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Clarithromycin;0.003;0.004;0.00725;0.002580365;54.54430282;[];0.004;0.005;0.004;0.011;0.007;0.008;0.006;0.005;0.004;0.004;0.003;0.005;0.003;0.003;0.002;0;0.002;0.002;0.003;0.005;0.004;0.001;0.008;0.008;0.008;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Clarithromycin;0;0.0025;0.008;0.003925339;104.1416394;[];0.006;0.008;0.011;0.009;0.009;0.008;0.008;0.008;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0.006;0.007;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Clarithromycin;0.063;0.083;0.0985;0.029232968;36.34133229;[];0.035;0.087;0.13;0.099;0.098;0.094;0.095;0.12;0.11;0.071;0.075;0.087;0.034;0.034;0.029;0.065;0.058;0.063;0.063;0.092;0.074;0.083;0.065;0.14;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Clarithromycin;0;0;0;0.005744176;347.3222919;[0.023, 0.02];0;0;0;0;0;0;0;0;0.023;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Clarithromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Cyproconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Cyproconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Cyproconazol;0;0;0;0.004068218;299.1336973;[0.018];0;0;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Cyproconazol;0;0;0;0.000772618;360.5551275;[0.003];0;0;0;0;0;0;0;0.003;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Cyproconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Cyprodinil;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;DEET;0.0105;0.012;0.01825;0.006551119;46.53800361;[];0.012;0.012;0.011;0.011;0.009;0.008;0.007;0.009;0.011;0.011;0.012;0.013;0.012;0.016;0.018;0.022;0.03;0.023;0.025;0.025;0.019;0.009;0;0.013;0.017;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;DEET;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;DEET;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;DEET;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;DEET;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Desphenyl-chloridazon;0;0;0.03125;0.019592596;174.4546229;[];0.045;0.032;0;0;0.032;0;0.031;0.032;0;0;0;0;0;0;0;0;0;0;0;0;0.059;0;0;0;0;0.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Desphenyl-chloridazon;0.008;0.0095;0.012;0.00486337;44.05840335;[0.026];0.008;0.011;0.013;0.012;0.01;0.009;0.008;0.008;0.009;0.008;0.007;0.011;0.012;0.016;0.017;0.025;0.026;0.01;0.01;0.009;0.01;0.008;0.008;0.007;0.007;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Desphenyl-chloridazon;0.046;0.058;0.0685;0.016525084;27.56018006;[];0.033;0.063;0.087;0.058;0.059;0.06;0.056;0.086;0.079;0.056;0.062;0.067;0.045;0.055;0.041;0.046;0.038;0.044;0.046;0.07;0.054;0.063;0.047;0.1;0.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Desphenyl-chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Desphenyl-chloridazon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Diazinon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Diazinon;0.009;0.014;0.0185;0.006345688;45.20215845;[];0.012;0.026;0.024;0.025;0.012;0.02;0.022;0.018;0.017;0.015;0.014;0.007;0.009;0.007;0.009;0;0.005;0.008;0.011;0.011;0.014;0.014;0.014;0.022;0.016;0.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Diazinon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Diazinon;0.06;0.0825;0.0955;0.019396707;25.2535997;[];0.083;0.086;0.082;0.072;0.084;0.1;0.1;0.083;0.095;0.093;0.049;0.062;0.054;0.048;0.046;0.043;0.043;0.062;0.071;0.084;0.081;0.097;0.1;0.098;0.1;0.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Diazinon;0.059;0.0675;0.08825;0.017624662;23.95406183;[];0.058;0.065;0.096;0.088;0.072;0.097;0.094;0.089;0.064;0.072;0.061;0.061;0.057;0.059;0.059;0.054;0.059;0.057;0.07;0.064;0.046;0.085;0.086;0.087;0.093;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Dicamba;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Dicamba;0;0;0;0.000192308;500;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Dicamba;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Dicamba;0;0;0;0.001916913;276.8874621;[];0;0;0;0;0;0.006;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Dicamba;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Diclofenac;0.0165;0.0235;0.04075;0.017178492;59.71133627;[];0.033;0.03;0.025;0.05;0.04;0.043;0.039;0.026;0.022;0.022;0.021;0.018;0.017;0.013;0.008;0.003;0.015;0.015;0.013;0.017;0.025;0.019;0.053;0.06;0.077;0.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Diclofenac;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Diclofenac;0.069;0.088;0.1015;0.019688616;22.55799267;[];0.067;0.11;0.11;0.093;0.093;0.088;0.093;0.11;0.12;0.088;0.075;0.09;0.068;0.07;0.065;0.073;0.064;0.078;0.059;0.093;0.071;0.087;0.067;0.12;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Diclofenac;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Diclofenac;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Dimethoat;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Dimethoat;0.014;0.0245;0.03425;0.013181931;50.55017914;[];0.035;0.053;0.058;0.047;0.037;0.034;0.024;0.025;0.022;0.022;0.014;0.019;0.014;0.012;0.008;0.01;0.014;0.01;0.015;0.015;0.032;0.025;0.03;0.036;0.033;0.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Dimethoat;0;0;0;0.000195959;489.8979486;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Dimethoat;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Dimethoat;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Diuron;0;0;0;0.001207104;348.7189961;[0.005, 0.004];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Diuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Diuron;0.039;0.0565;0.068;0.016398153;30.45371195;[];0.057;0.059;0.056;0.05;0.06;0.07;0.059;0.054;0.065;0.063;0.036;0.04;0.035;0.027;0.031;0.023;0.023;0.044;0.056;0.068;0.068;0.068;0.073;0.08;0.079;0.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Diuron;0.0525;0.0645;0.0765;0.015734107;24.49621484;[];0.047;0.057;0.082;0.073;0.066;0.078;0.097;0.082;0.059;0.072;0.069;0.063;0.055;0.058;0.054;0.051;0.043;0.046;0.053;0.041;0.036;0.068;0.07;0.079;0.076;0.095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;DOC;1.6;1.9;2.1;0.755777745;37.78888726;[5.3];2.1;1.9;2.1;2.6;2;2;2.1;2;2;1.8;1.6;2.1;1.9;1.7;1.6;1.7;1.5;1.4;1.4;1.3;1.6;1.6;5.3;2.8;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;DOC;0;0;0;0.000576923;500;[0.003];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;DOC;0.185;0.26;0.34;0.099679486;37.19383819;[];0.26;0.34;0.45;0.29;0.5;0.39;0.34;0.4;0.27;0.24;0.27;0.3;0.23;0.2;0.17;0.15;0.14;0.16;0.11;0.18;0.22;0.22;0.19;0.39;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;DOC;0;0;0;0.000624897;458.2575695;[0.003];0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;DOC;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;DOC;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Epoxiconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Epoxiconazol;0;0;0.001;0.00073782;191.8332609;[0.003];0;0;0;0;0;0;0;0;0;0;0.001;0.002;0.003;0.001;0.001;0;0.001;0;0.001;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Epoxiconazol;0;0;0;0.000391918;489.8979486;[0.002];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
