station;year;parameter;25% quantile;median;75% quantile;std_dev;rel_std_dev;outliers;values;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19;Spalte20;Spalte21;Spalte22;Spalte23;Spalte24;Spalte25;Spalte26;Spalte27;Spalte28;Spalte29;Spalte30;Spalte31;Spalte32;Spalte33;Spalte34;Spalte35;Spalte36;Spalte37;Spalte38;Spalte39;Spalte40;Spalte41;Spalte42;Spalte43;Spalte44;Spalte45;Spalte46;Spalte47;Spalte48;Spalte49;Spalte50;Spalte51;Spalte52;Spalte53;Spalte54;Spalte55;Spalte56;Spalte57;Spalte58;Spalte59;Spalte60;Spalte61;Spalte62;Spalte63;Spalte64;Spalte65;Spalte66;Spalte67;Spalte68;Spalte69;Spalte70;Spalte71;Spalte72;Spalte73;Spalte74;Spalte75;Spalte76;Spalte77
Brugg;2021;Epoxiconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Epoxiconazol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Erythromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Erythromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Erythromycin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Ethofumesat;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Ethofumesat;0.06825;0.075;0.08675;0.018106522;22.91964862;[];0.057;0.061;0.098;0.089;0.071;0.091;0.11;0.12;0.07;0.086;0.077;0.069;0.066;0.083;0.064;0.073;0.071;0.072;0.072;0.06;0.041;0.085;0.082;0.083;0.083;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Ibuprofen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Ibuprofen;0.001;0.001;0.001;0.00058709;56.53458342;[];0.001;0.001;0.002;0.001;0.001;0.001;0;0.002;0.002;0.002;0.001;0;0.001;0;0.001;0.001;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0;0.001;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Ibuprofen;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Ibuprofen;0.05625;0.075;0.0985;0.027606169;35.04689481;[];0.082;0.081;0.067;0.061;0.069;0.11;0.1;0.081;0.098;0.096;0.054;0.063;0.057;0.049;0.044;0.034;0.038;0.052;0.067;0.067;0.088;0.11;0.13;0.13;0.13;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Imidacloprid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Iopromid;0.0855;0.1;0.1225;0.06065687;53.26168958;[0.33];0.11;0.12;0.11;0.12;0.14;0.15;0.13;0.12;0.1;0.098;0.1;0.091;0.089;0.088;0.076;0.061;0.067;0.066;0.091;0.096;0.11;0;0.18;0.078;0.33;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Iopromid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Iopromid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Iopromid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Iopromid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Iprovalicarb;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Irgarol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Irgarol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Irgarol;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Irgarol;0.14;0.2;0.305;0.088965953;39.27189785;[];0.29;0.32;0.34;0.32;0.37;0.39;0.37;0.3;0.3;0.28;0.23;0.24;0.19;0.18;0.16;0.15;0.18;0.12;0.11;0.13;0.11;0.13;0.14;0.14;0.19;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Irgarol;0.1;0.14;0.2125;0.058881287;37.35757572;[];0.19;0.21;0.24;0.27;0.22;0.28;0.23;0.22;0.15;0.19;0.14;0.12;0.1;0.13;0.1;0.087;0.08;0.09;0.1;0.091;0.1;0.13;0.18;0.14;0.14;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Isoproturon;0;0.001;0.002;0.001294046;98.95649318;[];0.003;0.002;0.002;0;0.001;0.001;0.001;0.002;0.002;0.002;0.001;0.001;0.001;0;0;0;0;0;0;0;0.002;0.002;0.005;0;0.004;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Isoproturon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Isoproturon;0;0.003;0.004;0.00196204;77.85872043;[];0;0.003;0.005;0.004;0.006;0.004;0.003;0.003;0.002;0.002;0;0;0;0;0;0;0.002;0.002;0.002;0.003;0.004;0.004;0.003;0.007;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Isoproturon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Isoproturon;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Linuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Linuron;0;0;0;0.000769231;500;[0.004];0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Linuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Linuron;0;0;0;0.12449662;317.3443244;[0.59];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59;0.25;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Linuron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;MCPA;0;0;0;0.003129361;254.2605701;[0.013];0;0;0;0;0;0;0;0;0;0;0;0.008;0.006;0.013;0;0;0;0;0;0;0;0;0.005;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;MCPA;0.1375;0.165;0.22;0.052482739;29.7936945;[];0.15;0.21;0.28;0.22;0.22;0.24;0.24;0.26;0.24;0.21;0.17;0.16;0.14;0.13;0.1;0.08;0.1;0.11;0.13;0.14;0.16;0.15;0.16;0.18;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;MCPA;0.005;0.006;0.007;0.001399428;23.4803432;[];0.007;0.006;0.008;0.008;0.006;0.006;0.009;0.007;0.007;0.005;0.004;0.005;0.006;0.006;0.005;0.005;0.004;0.005;0.005;0.005;0.006;0.005;0.004;0.009;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;MCPA;0;0;0;0;0;[];0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;MCPA;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;MCPA;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Mecoprop;0.004;0.008;0.0125;0.00873348;89.75117535;[0.043];0.005;0.004;0.004;0.005;0.004;0.012;0;0;0;0;0.012;0.014;0.008;0.043;0.015;0.012;0.023;0.015;0.01;0.009;0.008;0.007;0.017;0.006;0.012;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Mecoprop;0;0.055;0.0725;0.03789584;91.23072546;[];0.07;0.08;0.12;0.09;0.08;0.08;0.06;0.07;0.06;0;0;0;0;0;0;0;0;0;0;0;0.08;0.06;0.05;0.07;0.06;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Mecoprop;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Mecoprop;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Mecoprop;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Mefenaminsaeure;0.07;0.095;0.1225;0.043099239;43.26564505;[];0.11;0.18;0.19;0.17;0.16;0.12;0.13;0.11;0.11;0.12;0.07;0.08;0.07;0.06;0.05;0;0.06;0.05;0.07;0.09;0.09;0.08;0.08;0.1;0.11;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Mefenaminsaeure;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metalaxyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Metalaxyl;0;0;0;0.000192308;500;[0.001];0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Metalaxyl;0.00155;0.0029;0.00355;0.00123418;48.58975943;[];0.0011;0.0039;0.0046;0.0031;0.0032;0.0031;0.0034;0.0036;0.0035;0.0016;0.0015;0.0017;0.0014;0.0011;0.0012;0.0016;0.0017;0.0018;0.0019;0.0029;0.0041;0.003;0;0.0048;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metalaxyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Metalaxyl;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Metamitron;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metazachlor;0;0;0;0.000360801;234.520788;[];0;0;0;0;0;0;0;0.001;0;0;0;0;0;0.001;0;0;0;0;0;0.001;0;0;0;0;0;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Metazachlor;0;0;0.001;0.000630816;149.1019952;[];0.001;0.001;0.001;0;0;0.001;0.001;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0.001;0.002;0.002;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Metazachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metazachlor;0.002;0.003;0.004;0.001317273;40.29304421;[];0.003;0.005;0.006;0.004;0.003;0.004;0.006;0.003;0.004;0.004;0.002;0.003;0.002;0.003;0.003;0.002;0.002;0.002;0;0.003;0.002;0.003;0.004;0.003;0.005;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Metazachlor;0.00275;0.003;0.004;0.001315025;44.40343116;[];0.003;0.003;0.004;0.004;0.003;0.004;0.004;0.005;0.003;0.004;0.003;0.003;0.002;0.003;0.002;0;0;0.003;0.003;0.002;0;0.003;0.004;0.004;0.003;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metformin;0.16;0.24;0.35;0.116707398;45.73311772;[];0.35;0.37;0.34;0.35;0.41;0.34;0.43;0.36;0.3;0.28;0.24;0.16;0.24;0.19;0.12;0.051;0.16;0.12;0.094;0.19;0.19;0.11;0.21;0.23;0.54;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Metformin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Metformin;0.003;0.004;0.005;0.001718604;43.84194094;[];0;0.005;0.006;0.004;0.006;0.005;0.005;0.005;0.005;0.004;0.004;0.004;0.003;0.002;0.002;0.003;0;0.003;0.003;0.004;0.004;0.004;0.004;0.008;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metformin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Metformin;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Methoxyfenozid;0;0;0;0.000576923;500;[0.003];0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Methoxyfenozid;0.001;0.0025;0.00325;0.001469613;61.62894572;[];0;0.001;0;0.002;0.001;0.003;0.002;0.001;0.003;0;0.003;0.004;0.005;0;0.003;0.004;0.003;0.004;0.003;0.005;0.002;0.004;0.003;0.002;0.002;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Methoxyfenozid;0;0;0;0.000195959;489.8979486;[0.001];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Methoxyfenozid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Methoxyfenozid;0.00375;0.005;0.006;0.002374669;56.12854197;[];0.005;0.006;0.004;0.004;0.006;0.005;0.006;0.005;0.005;0.005;0.003;0.004;0.004;0;0;0;0;0;0.004;0.005;0.004;0.007;0.008;0.006;0.008;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Methoxyfenozid;0.00225;0.004;0.005;0.002642394;71.56485016;[0.012];0.004;0.005;0.006;0.005;0.004;0.005;0.007;0.006;0.004;0.004;0.003;0;0.004;0;0;0;0;0.003;0.004;0.003;0;0.004;0.004;0.004;0.012;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Methoxyfenozid;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metolachlor;0;0;0.003;0.003366428;178.6268136;[0.015];0;0;0;0;0;0;0;0;0;0.004;0.006;0.015;0.007;0.005;0.003;0;0;0;0;0.003;0;0;0;0;0.003;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2019;Metolachlor;0.00475;0.006;0.01;0.005930689;69.77281663;[];0.004;0.005;0.006;0.005;0.005;0.004;0.004;0.01;0.01;0.005;0.006;0.008;0.006;0.026;0.02;0.023;0.014;0.009;0.008;0.013;0.007;0.006;0.005;0.004;0.004;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2020;Metolachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metolachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2021;Metolachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2022;Metolachlor;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brugg;2018;Metoprolol;0.01;0.014;0.019;0.005464382;37.48652359;[];0.014;0.014;0.012;0.02;0.018;0.02;0.019;0.015;0.014;0.014;0.013;0.014;0.013;0.011;0.008;0.004;0.01;0.01;0.01;0.01;0.014;0.008;0.021;0.025;0.029;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
